eci,S_ENBID,S_CELLID,S_PCI,S_EARFCN,scTotal,NcTotal,AdjLT-10db,Adj-10db,Adj-9db,Adj-8db,Adj-7db,Adj-6db,Adj-5db,Adj-4db,Adj-3db,Adj-2db,Adj-1db,Adj0db,Adj1db,Adj2db,Adj3db,Adj4db,Adj5db,Adj6db,AdjGT6db,GE-10,GE-6,TotalNei,NeiGE-10,NeiGE-6,AdjTotal,Adj-10db,Adj-6db,overlap6db,overshoot6db,avg_adj_report_times,dbmtotal,dbmavg,overlap1_num,overlap1_rate,overlap2_num,overlap2_rate,overlap3_num,overlap3_rate,overlap4_num,overlap4_rate,overlap5_num,overlap5_rate,overlap6_num,overlap6_rate,overlap7_num,overlap7_rate,overlap8_num,overlap8_rate,cmccoverlap_num,cmccoverlap_rate,500M,1000M,1500M,AVG-Distance,SinrUL
210719873_H22,823124,129,113,38400,10448,10908,2645,634,752,910,1031,1015,937,756,638,501,406,283,187,105,42,25,21,11,9,8263,4936,68,40,27,853,673,542,45,64,1,472271,-95,3671,0.35135911179173,998,0.09552067381317,218,0.0208652373660031,47,0.00449846860643185,2,0.000191424196018377,0,0,0,0,0,0,169,0.0161753445635528,0.949559724349158,0.0480474732006126,0.00239280245022971,349,35.8182427258806
210719873_H23,823124,129,113,38400,9216,9879,2721,523,599,878,1014,944,801,740,493,330,274,193,143,86,28,28,19,21,44,7158,4144,60,29,25,663,469,341,42,51,1,415632,-95,2886,0.313151041666667,943,0.102322048611111,245,0.0265842013888889,68,0.00737847222222222,2,0.000217013888888889,0,0,0,0,0,0,196,0.0212673611111111,0.965711805555556,0.0276692708333333,0.00661892361111111,336,35.8194444444444
210719874,823124,130,112,38400,160473,164792,34325,7067,8378,10043,12072,12983,13319,13323,12694,12157,10401,7450,4631,2672,1440,753,432,229,423,130467,92907,323,111,71,30817,25533,18382,56,60,1,7477034,-93,64535,0.402154879637073,20581,0.128252104715435,5798,0.0361306886516735,1539,0.00959039838477501,337,0.00210004175157192,102,0.00063562094557963,13,8.10105126719137e-005,2,1.2463155795679e-005,4435,0.0276370479769182,0.847912109825329,0.150785490394023,0.00130239978064846,351,35.5726757772336
210719874_H00,823124,130,112,38400,6975,7456,1871,396,502,591,685,665,613,553,425,357,261,181,147,107,53,19,19,3,8,5585,3411,66,33,21,971,840,648,46,67,1,324740,-93,2694,0.386236559139785,596,0.0854480286738351,112,0.0160573476702509,8,0.00114695340501792,1,0.00014336917562724,0,0,0,0,0,0,107,0.0153405017921147,0.95326164874552,0.0424372759856631,0.0043010752688172,298,35.5359139784946
210719874_H01,823124,130,112,38400,3457,4458,1141,188,235,316,296,279,265,272,355,330,291,211,121,87,32,15,16,6,2,3317,2282,39,23,17,909,768,574,51,63,1.2,153080,-96,1560,0.451258316459358,501,0.144923343939832,165,0.0477292450101244,30,0.00867804454729534,16,0.00462829042522418,10,0.00289268151576511,0,0,0,0,77,0.0222736476713914,0.943881978594157,0.0555394851026902,0.000578536303153023,295,35.5678333815447
210719874_H02,823124,130,112,38400,2297,2021,573,78,85,83,75,86,69,96,123,162,262,189,100,18,9,3,5,2,3,1448,1127,28,18,17,487,335,218,56,45,0.8,102668,-95,749,0.326077492381367,298,0.129734436221158,56,0.0243796255986069,15,0.0065302568567697,6,0.00261210274270788,3,0.00130605137135394,0,0,0,0,30,0.0130605137135394,0.962559860687854,0.0374401393121463,0,287,35.4597300827166
210719874_H03,823124,130,112,38400,3229,2586,766,60,51,85,145,99,73,107,218,288,222,216,168,49,18,5,14,2,0,1820,1479,22,16,16,617,479,400,57,65,0.8,159211,-91,990,0.3065964694952,382,0.118302880148653,91,0.0281820997212759,14,0.00433570764942707,2,0.00061938680706101,0,0,0,0,0,0,29,0.00898110870238464,0.959739857541034,0.0402601424589656,0,288,35.6655311241871
210719874_H04,823124,130,112,38400,1605,1717,315,45,57,81,127,96,116,176,186,119,118,116,99,48,14,2,1,0,1,1402,1092,19,13,11,631,512,380,64,60,1,71806,-95,765,0.476635514018692,241,0.150155763239875,70,0.043613707165109,16,0.00996884735202492,0,0,0,0,0,0,0,0,52,0.032398753894081,0.913395638629284,0.0866043613707165,0,321,35.3719626168224
210719874_H05,823124,130,112,38400,1058,1260,283,35,37,77,69,62,94,113,96,109,99,80,36,18,8,12,2,5,25,977,759,23,19,16,242,193,134,60,55,1.1,45101,-97,451,0.426275992438563,184,0.173913043478261,92,0.0869565217391304,27,0.0255198487712665,4,0.00378071833648393,1,0.000945179584120983,0,0,0,0,70,0.0661625708884688,0.878071833648393,0.121928166351607,0,315,35.1654064272212
210719874_H06,823124,130,112,38400,2061,1634,466,75,66,96,73,67,113,125,124,98,94,59,69,42,20,17,7,10,13,1168,858,36,23,17,967,535,417,53,43,0.7,102943,-90,443,0.214944201843765,284,0.13779718583212,102,0.049490538573508,25,0.0121300339640951,3,0.00145560407569141,1,0.000485201358563804,0,0,0,0,26,0.0126152353226589,0.93110140708394,0.0688985929160602,0,277,35.7282872392043
210719874_H07,823124,130,112,38400,2292,1858,667,106,106,118,129,122,146,107,76,70,68,49,29,23,13,12,11,1,5,1191,732,34,24,21,748,620,455,39,61,0.8,115732,-90,473,0.206369982547993,173,0.0754799301919721,67,0.0292321116928447,15,0.00654450261780105,4,0.00174520069808028,0,0,0,0,0,0,51,0.0222513089005236,0.962041884816754,0.0379581151832461,0,277,35.6012216404887
210719874_H08,823124,130,112,38400,4789,5947,1350,257,379,370,393,517,498,459,393,354,294,226,171,107,61,57,23,17,21,4597,3198,58,32,29,707,621,417,54,59,1.2,216825,-95,1906,0.397995406139069,806,0.168302359574024,345,0.0720400918772186,100,0.0208811860513677,35,0.0073084151179787,4,0.000835247442054709,1,0.000208811860513677,1,0.000208811860513677,180,0.0375861348924619,0.846314470661934,0.153685529338066,0,335,35.4545834203383
210719874_H09,823124,130,112,38400,4724,5176,1053,227,279,322,368,422,408,373,375,355,387,245,148,90,47,25,10,3,39,4123,2927,62,36,29,1233,999,665,57,54,1,226810,-92,2085,0.441363251481795,680,0.143945808636749,128,0.0270956816257409,32,0.00677392040643522,2,0.000423370025402202,0,0,0,0,0,0,101,0.0213801862828112,0.844623200677392,0.155376799322608,0,349,35.7161303979678
210719874_H10,823124,130,112,38400,7490,9560,1660,429,463,556,681,758,825,876,801,800,647,431,280,159,91,46,22,13,22,7900,5771,66,28,24,1025,958,613,60,60,1.2,362452,-92,4037,0.538985313751669,1482,0.197863818424566,199,0.0265687583444593,44,0.00587449933244326,6,0.000801068090787717,2,0.000267022696929239,1,0.000133511348464619,0,0,167,0.0222963951935915,0.805740987983979,0.194259012016021,0,376,35.5861148197597
210719874_H11,823124,130,112,38400,8109,8974,1058,320,409,597,738,899,892,855,836,744,592,463,274,155,68,29,16,6,23,7916,5852,72,38,27,1045,864,694,65,66,1.1,380796,-93,4108,0.506597607596498,1425,0.175730669626341,229,0.0282402269083734,78,0.0096189419163892,11,0.00135651744974719,1,0.000123319768158836,0,0,0,0,192,0.0236773954864965,0.852262917745715,0.147737082254285,0,365,35.6481687014428
210719874_H12,823124,130,112,38400,10039,9935,1588,418,536,654,760,821,830,853,807,789,682,475,289,198,123,52,35,10,15,8347,5979,79,38,30,1448,1339,967,60,67,0.9,443912,-96,3757,0.37424046219743,1426,0.142046020519972,466,0.0464189660324734,199,0.0198226915031378,91,0.00906464787329415,35,0.00348640302819006,5,0.000498057575455723,0,0,308,0.0306803466480725,0.830560812829963,0.169439187170037,0,338,35.4692698475944
210719874_H13,823124,130,112,38400,8512,7930,1347,331,371,440,528,599,669,745,711,628,554,428,255,170,68,45,15,10,16,6583,4913,63,34,27,1778,1245,864,62,49,0.9,374169,-96,3620,0.425281954887218,887,0.104205827067669,317,0.0372415413533835,61,0.00716635338345865,18,0.00211466165413534,10,0.00117481203007519,0,0,0,0,168,0.0197368421052632,0.847274436090226,0.152725563909774,0,347,35.4749765037594
210719874_H14,823124,130,112,38400,6845,7713,1325,326,369,509,584,697,721,775,664,568,390,286,192,149,78,28,20,11,21,6388,4600,102,43,30,1962,1600,703,60,36,1.1,302705,-96,3259,0.476113951789627,938,0.137034331628926,304,0.0444119795471147,89,0.0130021913805698,9,0.00131482834185537,1,0.00014609203798393,0,0,0,0,242,0.035354273192111,0.820160701241782,0.179839298758218,0,369,35.7222790357925
210719874_H15,823124,130,112,38400,7820,9293,1349,299,395,546,675,849,961,978,823,726,597,463,303,143,90,39,22,13,22,7944,6029,112,35,30,1658,1476,1143,65,69,1.1,346631,-96,3969,0.507544757033248,1473,0.188363171355499,486,0.0621483375959079,92,0.0117647058823529,9,0.00115089514066496,0,0,0,0,0,0,294,0.0375959079283887,0.767135549872123,0.232864450127877,0,374,35.6277493606138
210719874_H16,823124,130,112,38400,8215,8447,1434,361,422,442,543,637,835,714,711,670,569,455,261,142,86,63,52,26,24,7013,5245,81,41,30,1288,1144,777,62,60,1,370023,-95,3926,0.477906269020085,954,0.116129032258065,243,0.0295800365185636,76,0.00925136944613512,33,0.00401704199634814,11,0.00133901399878271,1,0.000121728545343883,1,0.000121728545343883,188,0.02288496652465,0.766889835666464,0.233110164333536,0,411,35.515398660986
210719874_H17,823124,130,112,38400,7970,7821,1401,337,413,418,489,574,631,816,696,556,537,370,233,141,77,42,31,16,43,6420,4763,71,35,29,1950,1465,1139,61,58,0.9,374532,-93,3518,0.441405269761606,805,0.101003764115433,251,0.0314930991217064,101,0.01267252195734,62,0.00777917189460477,21,0.00263488080301129,5,0.000627352572145546,0,0,190,0.0238393977415307,0.737139272271016,0.262860727728984,0,447,35.6856963613551
210719874_H18,823124,130,112,38400,10624,8921,1979,409,505,596,795,792,654,577,561,535,604,419,213,125,66,33,19,12,27,6942,4637,86,40,30,2688,2215,1425,52,53,0.8,506583,-92,3532,0.332454819277108,856,0.0805722891566265,194,0.0182605421686747,48,0.00451807228915663,6,0.000564759036144578,1,9.41265060240964e-005,0,0,0,0,168,0.0158132530120482,0.870293674698795,0.129706325301205,0,364,35.6761106927711
210719874_H19,823124,130,112,38400,10111,9530,2047,461,559,629,797,765,709,733,716,606,509,374,240,174,113,49,23,13,13,7483,5037,53,33,22,1973,1793,1479,53,75,0.9,461183,-94,3489,0.345069726040945,1138,0.112550687370191,306,0.0302640688359213,91,0.00900009890218574,12,0.00118682622885966,1,9.89021857383048e-005,0,0,0,0,279,0.027593709820987,0.9078231628919,0.0921768371081001,0,327,35.5673029373949
210719874_H20,823124,130,112,38400,11138,10983,2864,422,509,605,777,704,715,731,849,1010,835,468,227,117,76,33,19,7,15,8119,5806,79,41,28,1767,1620,1238,53,70,0.9,528158,-93,3983,0.357604596875561,1299,0.116627760818818,436,0.0391452684503502,88,0.00790087987071287,0,0,0,0,0,0,0,0,419,0.0376189621116897,0.882653977374753,0.117346022625247,0,324,35.5426467947567
210719874_H21,823124,130,112,38400,10808,12039,2781,683,729,652,813,908,878,895,806,835,782,600,320,160,95,49,18,16,19,9258,6381,88,40,28,1840,1489,1168,53,63,1.1,522736,-92,4235,0.391839378238342,1556,0.143967431532198,462,0.0427461139896373,127,0.0117505551443375,1,9.25240562546262e-005,0,0,0,0,0,0,450,0.0416358253145818,0.771835677276092,0.211787564766839,0.0163767579570688,396,35.4334752035529
210719874_H22,823124,130,112,38400,9959,9894,2322,298,338,584,779,792,875,794,785,774,591,351,282,141,82,47,16,16,27,7572,5573,79,36,25,1406,1121,706,56,50,0.9,482689,-92,3677,0.369213776483583,1310,0.131539311175821,457,0.0458881413796566,125,0.0125514609900592,4,0.000401646751681896,0,0,0,0,0,0,439,0.0440807309970881,0.850989055126017,0.149010944873983,0,324,35.7000702881815
210719874_H23,823124,130,112,38400,10346,9639,2685,506,563,676,753,773,729,600,557,674,416,295,174,109,52,31,16,11,19,6954,4456,96,36,22,1477,1302,1158,46,78,0.9,501549,-92,3309,0.319833752174754,887,0.0857336168567562,220,0.021264256717572,38,0.0036729170693988,2,0.0001933114247052,0,0,0,0,0,0,208,0.0201043881693408,0.862748888459308,0.137251111540692,0,334,35.503576261357
210719875,823124,131,111,38400,204304,218677,46972,9205,10924,13942,17796,18220,18341,17464,17278,14357,12275,9173,5625,3394,1693,831,380,302,505,171705,119838,405,191,127,55551,45623,30307,55,55,1,9015009,-96,87250,0.427059675777273,26295,0.128705262745712,5069,0.0248110658626361,1026,0.00502192810713447,159,0.00077825201660271,33,0.000161524003445845,6,2.93680006265173e-005,0,0,3779,0.0184969457279348,0.844202756676325,0.147965776489937,0.00783146683373796,395,35.7003387109406
210719875_H00,823124,131,111,38400,10000,10825,2297,531,641,910,1024,946,919,775,723,569,479,434,285,173,80,22,6,4,7,8528,5422,93,45,32,3367,3127,1788,50,53,1,433848,-97,4268,0.4268,1026,0.1026,119,0.0119,8,0.0008,1,0.0001,0,0,0,0,0,0,81,0.0081,0.8767,0.1232,0.0001,373,35.6981
210719875_H01,823124,131,111,38400,6863,6618,1351,249,297,379,593,647,665,535,449,395,387,318,137,103,50,28,8,21,6,5267,3749,91,55,35,1629,1462,757,57,46,0.9,286230,-98,2791,0.406673466414105,788,0.11481859245228,124,0.0180679003351304,35,0.00509981057846423,8,0.00116567098936325,2,0.000291417747340813,1,0.000145708873670407,0,0,76,0.0110738743989509,0.84219728981495,0.156928456943028,0.000874253242022439,390,35.6368934868133
210719875_H02,823124,131,111,38400,3962,4107,1049,180,152,229,317,299,294,328,279,252,253,200,139,85,44,6,1,0,0,3058,2180,52,35,27,993,857,580,53,58,1,169262,-97,1527,0.385411408379606,559,0.141090358404846,87,0.0219586067642605,7,0.00176678445229682,0,0,0,0,0,0,0,0,58,0.0146390711761737,0.879858657243816,0.113074204946996,0.00706713780918728,371,35.8773346794548
210719875_H03,823124,131,111,38400,3404,4188,833,257,293,242,318,341,405,364,401,217,168,160,117,52,14,5,1,0,0,3355,2245,45,29,22,573,441,168,54,29,1.2,133876,-101,1560,0.45828437132785,607,0.178319623971798,67,0.0196827262044653,11,0.00323149236192714,0,0,0,0,0,0,0,0,23,0.00675675675675676,0.90951821386604,0.0901880141010576,0.000293772032902468,358,35.7679200940071
210719875_H04,823124,131,111,38400,3937,4663,900,161,258,316,338,427,507,449,310,244,337,242,83,43,25,7,10,5,1,3763,2690,48,24,19,554,432,151,58,27,1.1,158667,-100,1804,0.458216916433833,762,0.193548387096774,102,0.0259080518161036,21,0.00533401066802134,1,0.000254000508001016,0,0,0,0,0,0,16,0.00406400812801626,0.860553721107442,0.139446278892558,0,367,35.8973837947676
210719875_H05,823124,131,111,38400,4767,3665,912,132,179,282,357,364,340,275,260,220,148,106,52,32,3,3,0,0,0,2753,1803,44,27,22,856,787,525,49,61,0.7,198847,-98,1328,0.278581917348437,434,0.0910425844346549,39,0.00818124606670862,2,0.000419551080344032,0,0,0,0,0,0,0,0,22,0.00461506188378435,0.900985945038808,0.0985945038808475,0.000419551080344032,347,35.8640654499685
210719875_H06,823124,131,111,38400,7366,6700,2028,211,242,422,738,646,465,410,274,481,430,223,67,33,14,5,6,4,1,4672,3059,52,32,26,1425,1297,1007,46,71,0.9,328517,-95,2181,0.296090143904426,716,0.0972033668205267,134,0.0181916915557969,27,0.00366549008960087,1,0.00013575889220744,0,0,0,0,0,0,98,0.0133043714363291,0.921259842519685,0.0784686396959001,0.000271517784414879,340,35.8779527559055
210719875_H07,823124,131,111,38400,7675,7801,1711,232,413,529,751,815,840,643,696,349,394,244,77,42,31,13,5,7,9,6090,4165,78,36,31,866,637,428,53,49,1,343555,-95,2888,0.37628664495114,979,0.127557003257329,238,0.0310097719869707,58,0.00755700325732899,2,0.000260586319218241,0,0,0,0,0,0,120,0.0156351791530945,0.864234527687296,0.135504885993485,0.000260586319218241,395,35.8792182410423
210719875_H08,823124,131,111,38400,7133,7988,2089,380,402,482,657,667,600,544,794,534,274,195,136,102,60,37,13,8,14,5899,3978,75,46,40,1648,1261,861,50,52,1.1,338766,-93,2817,0.394924996495163,857,0.120145801205664,228,0.031964110472452,63,0.00883218842001963,12,0.00168232160381326,1,0.000140193466984439,0,0,0,0,136,0.0190663115098836,0.853638020468246,0.146081592597785,0.000280386933968877,377,35.8305060984158
210719875_H09,823124,131,111,38400,6983,8366,2203,231,364,412,522,480,501,597,893,764,564,334,201,129,73,37,25,13,23,6163,4634,78,55,44,1390,1169,915,55,66,1.1,327680,-93,3174,0.454532435915796,1214,0.173850780466848,190,0.027208935987398,49,0.00701704138622369,4,0.000572819704997852,2,0.000286409852498926,1,0.000143204926249463,0,0,163,0.0233424029786625,0.810396677645711,0.185450379493055,0.00415294286123443,410,35.6071888872977
210719875_H10,823124,131,111,38400,8121,8589,1630,264,387,502,768,766,682,698,629,600,599,433,234,173,96,58,14,28,28,6959,5038,116,71,49,2238,1760,1273,59,57,1,377648,-93,3585,0.441448097524935,1162,0.143085826868612,257,0.0316463489718015,33,0.00406353897303288,1,0.00012313754463736,0,0,0,0,0,0,218,0.0268439847309445,0.760866888314247,0.237778598694742,0.00135451299101096,421,35.6101465336781
210719875_H11,823124,131,111,38400,7362,9514,1560,455,474,585,728,750,829,796,764,716,758,453,309,152,90,41,22,12,20,7954,5712,96,59,47,1984,1727,1337,60,67,1.2,333031,-95,4089,0.555419722901386,1240,0.168432491170877,311,0.0422439554468894,66,0.00896495517522412,6,0.000814995925020375,0,0,0,0,0,0,241,0.0327356696549851,0.725346373268134,0.271393643031785,0.0032599837000815,442,35.7283346916599
210719875_H12,823124,131,111,38400,10786,12144,1963,440,598,784,1077,1087,1108,1062,1175,843,703,532,363,197,86,42,25,22,37,10181,7282,168,81,53,1954,1525,998,60,51,1.1,468034,-97,5255,0.48720563693677,1672,0.155015761171889,299,0.0277211199703319,48,0.00445021323938439,8,0.000741702206564065,0,0,0,0,0,0,206,0.0190988318190247,0.778045614685704,0.18060448729835,0.0413498980159466,500,35.2815687001669
210719875_H13,823124,131,111,38400,13869,14538,3941,735,797,909,1055,1124,1099,1007,1017,850,677,579,360,194,87,45,20,9,33,10597,7101,154,58,44,4061,2671,1776,49,44,1,620750,-95,5585,0.402696661619439,1268,0.0914269233542433,225,0.0162232316677482,21,0.00151416828898983,2,0.000144206503713317,0,0,0,0,0,0,186,0.0134112048453385,0.863580647487202,0.110606388348115,0.0258129641646838,430,35.6473429951691
210719875_H14,823124,131,111,38400,11618,12178,2859,619,812,873,968,842,882,850,903,752,626,482,296,156,91,54,30,31,52,9319,6047,159,79,54,3220,2447,1727,50,54,1,507392,-96,4585,0.394646238595283,1187,0.102169048028921,191,0.0164400068858668,54,0.0046479600619728,22,0.00189361335858151,6,0.000516440006885867,2,0.000172146668961956,0,0,153,0.0131692201755896,0.754863143398175,0.208469616112928,0.0366672404888965,492,35.7631261835083
210719875_H15,823124,131,111,38400,8773,9150,1573,472,441,492,623,695,733,765,792,623,544,527,367,241,98,57,37,21,49,7577,5549,78,57,38,3639,2842,1914,61,53,1,396046,-95,4231,0.482275162430184,1028,0.117177704320073,230,0.0262168015502109,55,0.0062692351533113,5,0.000569930468482845,0,0,0,0,0,0,147,0.0167559557733956,0.868232075686766,0.127208480565371,0.00455944374786276,382,35.7503704548045
210719875_H16,823124,131,111,38400,8710,8521,1399,447,449,584,729,683,765,741,703,621,464,328,218,133,77,54,33,34,59,7122,4913,111,66,48,2911,2512,1906,58,65,0.9,392281,-95,3693,0.423995407577497,995,0.114236509758898,200,0.0229621125143513,24,0.00275545350172216,1,0.000114810562571757,0,0,0,0,0,0,163,0.0187141216991963,0.870952927669346,0.12284730195178,0.00619977037887486,386,35.693570608496
210719875_H17,823124,131,111,38400,8860,9148,1850,392,439,574,662,770,796,811,706,599,470,391,259,184,113,54,23,11,44,7298,5231,105,60,51,2850,2678,2217,57,78,1,394411,-95,3623,0.408916478555305,1246,0.140632054176072,286,0.0322799097065463,65,0.00733634311512415,8,0.00090293453724605,3,0.000338600451467269,0,0,0,0,217,0.0244920993227991,0.841422121896163,0.156546275395034,0.00203160270880361,374,35.7510158013544
210719875_H18,823124,131,111,38400,10910,11541,2735,478,575,736,1004,1073,902,834,844,716,661,420,256,129,67,29,21,22,39,8806,6013,108,63,52,2940,2624,1940,52,66,1,476302,-96,4361,0.399725022914757,1221,0.111915673693859,314,0.0287809349220898,77,0.00705774518790101,29,0.00265811182401467,9,0.000824931255728689,2,0.000183318056828598,0,0,242,0.0221814848762603,0.852062328139322,0.145921173235564,0.00201649862511457,362,35.7108157653529
210719875_H19,823124,131,111,38400,8684,9687,1816,511,538,661,774,856,907,790,679,644,534,440,256,138,64,40,17,7,15,7871,5387,95,56,42,2865,2465,1422,56,50,1.1,363580,-98,3981,0.458429295255643,1134,0.130584983878397,206,0.0237217871948411,53,0.00610317825886688,10,0.00115154306771073,3,0.00034546292031322,0,0,0,0,137,0.015776140027637,0.825886688162137,0.173883003224321,0.000230308613542146,371,35.6704283740212
210719875_H20,823124,131,111,38400,10167,11015,2365,418,517,688,894,1007,1038,977,833,639,520,385,292,227,104,50,20,14,27,8650,6133,82,48,43,4454,3677,2158,56,48,1,440449,-97,4368,0.429625258188256,1392,0.136913543818235,271,0.0266548637749582,83,0.0081636667650241,15,0.00147536146355857,4,0.000393429723615619,0,0,0,0,237,0.0233107111242254,0.853250713091374,0.146749286908626,0,367,35.6917478115472
210719875_H21,823124,131,111,38400,10532,11827,2444,487,501,706,916,988,1038,1054,955,722,628,531,347,254,130,73,21,12,20,9383,6773,77,46,36,3303,2784,1903,57,58,1.1,467665,-96,5009,0.475598176984428,1415,0.134352449677174,287,0.0272502848461831,54,0.00512723129510065,7,0.000664641093809343,1,9.4948727687049e-005,0,0,0,0,263,0.0249715153816939,0.882833270034182,0.117166729965818,0,372,35.7048993543487
210719875_H22,823124,131,111,38400,10869,11753,2628,449,519,769,909,860,879,964,989,848,712,505,338,211,100,43,12,5,13,9125,6479,102,57,46,3332,2586,1504,55,45,1,492349,-95,4661,0.428834299383568,1441,0.132578894102493,321,0.0295335357438587,51,0.00469224399668783,5,0.000460023921243905,0,0,0,0,0,0,265,0.0243812678259269,0.877081608243629,0.119146195602171,0.00377219615420002,366,35.700800441623
210719875_H23,823124,131,111,38400,12953,14151,2836,474,636,876,1074,1087,1147,1195,1210,1159,945,711,436,211,96,28,10,12,8,11315,8255,107,58,38,2499,1855,1052,58,42,1,565823,-96,5886,0.454412105303791,1952,0.150698679842508,343,0.026480352041998,61,0.00470933374507836,11,0.00084922411796495,2,0.000154404385084536,0,0,0,0,311,0.0240098818806454,0.865050567436115,0.128387246197792,0.0065621863660928,379,35.6548289971435
